Genes,CAOV3,JHOS2,PEO1,PEO4,OAW28,COV504,JHOS4,CAOV4,NIHOVCAR3,SNU8,PEA1,59M,ES2
DNM2,1.000000016,1.00000001,1.000000044,0.999999983,0.99999996,1.000000031,1.000000006,0.999999983,1,0.999999995,0.999999989,1.000000017,1.000002108
MGAT2,1.000000016,1.00000001,1.000000044,0.999999983,0.99999996,1.000000031,1.000000006,0.999999983,1,0.999999995,0.999999989,1.000000017,1.000002108
FTSJ1,1.000000016,1.00000001,1.000000044,0.999999983,0.99999996,1.000000031,1.000000006,0.999999983,1,0.999999995,0.999999989,1.000000017,1.000002108
GSTK1,0.999854768,1.00000001,0.999999908,0.999999983,0.99999996,1.000000032,0.999999998,0.996157801,0.999856687,1.000000057,0.999999989,1.00000002,0.999999999
FKBP1B,1.000000037,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000004,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
JAK1,1.000000037,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000004,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
USP1,1.000000037,1.000000026,1.000000029,1.000000007,0.999999988,1,1.000000004,0.999999976,1,0.999999985,1.000000015,1.000000011,1.000000021
ATP5PO,1.000000033,0.785243135,0.712455684,1.000000019,0.840647693,0.890225659,1.000000001,0.999999994,1.000000029,0.711355355,0.644228464,0.868654394,0.999999993
IP6K1,1.000000013,1.00000002,0,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
MTMR7,1.000000013,1.00000002,0.712455665,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
PEPD,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
SGSH,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
PRKG1,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
BLVRB,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
PIK3C2A,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
UBE2L3,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
NAT8,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
SLC16A12,1.000000013,1.00000002,0.999999984,1.000000036,0.999999988,1.000000006,1.000000004,0.999999998,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
PNKP,0.84872228,0.999999999,1.000000012,0.708511245,0.999999963,1.000000009,0.795976118,0.613551303,0.823500086,1.000000032,1.000000004,1.000000021,0.869866348
AKR1B1,0.848722295,0.999999999,1.000000014,0.708511252,0.999999967,1.000000012,0.795976119,0.613551303,0.823500084,1.00000009,1.000000004,1.000000021,0.869866348
MTHFR,1.000000021,1.000000008,0.999999974,0.999880223,0.999999992,1.000000033,1.000000001,1.000000006,0.999403355,0.999733455,0.999683921,1.000000003,0.999921225
VAPB,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
UBE2E2,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
UBE2D3,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PGGHG,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
BUD23,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
LPIN2,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
CAMK2B,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
CERCAM,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
TIE1,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ZDHHC19,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ATP6V1B2,1.000000038,1.000000021,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
BRPF1,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
HMGCS2,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
GGT5,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
UST,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
MTRR,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ENO1,1.000000038,1.000000022,1.000000002,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
VNN1,1.000000017,1.000000023,1.000000049,0.999999983,0.999999996,1.000000006,1,0.999999996,1.000000029,1.000000075,0.999999976,1.000000036,0.999999993
SPCS2,1.000000027,0,0.000000096,1.000000019,0,0,1,0.999999991,1.000000026,0,0,0,0.999999993
DHODH,1.000000027,0.206468084,0,1.000000019,0,0,1,0.999999991,1.000000026,0,0,0,0.999999993
FASN,1.000000043,0.986852832,0.999999984,0.999999983,1.000000005,0.997180395,1,0.999999968,1.000000026,0.949556354,0.949328449,0.99893394,1.000000002
AUH,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,0.999923006
SLC30A1,0.999999978,1.000000015,1.00000001,1.000000017,0.999999991,1.000000007,1.000000007,0.999999998,1.000000047,1.000000059,1.000000002,1.000000023,0.999999894
PTPN22,1.000000003,1.000000018,1.000000058,1.000000021,0.999999983,1.000000029,1.000000007,1.000000019,1.000000031,1.000000027,1.000000044,1.000000037,1.000000005
COLGALT1,1.000000003,1.000000018,1.000000058,1.000000021,0.999999983,1.000000029,1.000000007,1.000000019,1.000000031,1.000000027,1.000000044,1.000000037,1.000000005
POLM,1.000000003,1.000000011,1.000000046,1.000000052,0.999999982,1.000000033,1.000000001,1.000000004,1.000000029,1.000000014,1.000000041,1.000000003,1.000002945
SLC27A5,1.000000003,1.000000011,1.000000046,1.000000052,0.999999982,1.000000033,1.000000001,1.000000004,1.000000029,1.000000014,1.000000041,1.000000003,1.000002945
PGLS,1.000000029,1.000000022,0.999999984,0.999999983,0.999999981,1,0.999999998,0.999999965,1,1,1,1.000000019,0.999999999
PDSS1,1.000000029,1.000000023,0.999999984,0.999999983,0.999999981,1,1,0.999999965,1,1,1,1.000000019,0.999999999
OXSM,1.00000001,1.000000016,1.000000065,1.000000013,0.999999988,1.000000009,1,1.000000024,1,0.999999918,0.999999976,1.000000003,1.000000014
SCARF2,1.00000001,1.000000016,1.000000065,1.000000013,0.999999988,1.000000009,1,1.000000024,1,0.999999918,0.999999976,1.000000003,1.000000014
CHD9,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
CHI3L1,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
XYLT1,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
SLC23A1,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
SSR4,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
SLC34A1,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
EEF1A2,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
AKR1C2,1.000000003,1.000000004,1.000000053,1.000000036,0.999999987,1.000000024,1.000000003,0.999999993,1.000000054,1.000000057,0.999999994,1.000000006,0.999999995
PSAT1,1.000000001,0,0.99999999,1.000000004,0,0,1.000000004,0.999999968,1.000000026,0,0,0,0.999999993
POLR1H,1.000000003,0,0.999999992,1.000000022,0,0,1.000000004,0.999999986,1,0,0,0,0.999999993
GLYATL1,0.996528133,1.000000004,0.999999972,0.999999983,1.000000002,1.000000001,0.999099247,0.999999965,1.000000006,0.999999951,0.999999976,1.000000003,1.000000004
PRKCG,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
PARP11,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
PLPP6,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
MTMR3,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
PLA2G12A,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
SLC12A3,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
SLC19A2,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
NMNAT3,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
RNF115,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
ACVR1B,0.999999962,0.999999993,0.99999997,0.999999983,0.999999995,1.000000003,1.000000001,0.999999965,1.000000017,1.000000011,0.999999976,1.000000011,1.000000014
TSSK4,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
GPD1,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
METTL1,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
ALDH18A1,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
AKT2,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
PNPLA2,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,1,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
OCRL,1.000000017,1.000000009,0.999999996,1.000000017,0.999999977,1.000000008,1.000000018,0.999999965,1.000000031,1.000000031,0.999999976,1.000000008,1.000000012
ATR,1.000000002,1.000000029,1.00000001,1.000000032,0.999999982,1,0.999999998,1.000000001,1.000000003,1.000000014,0.999999978,1.000000024,0.999999993
MAP3K3,1.000000002,1.000000029,1.00000001,1.000000032,0.999999982,1,0.999999998,1.000000001,1.000000003,1.000000014,0.999999978,1.000000024,0.999999993
HSD3B1,1.000000002,1.000000029,1.00000001,1.000000032,0.999999982,1,0.999999998,1.000000001,1.000000003,1.000000014,0.999999978,1.000000024,0.999999993
CMTR1,1.000000002,1.000000029,1.00000001,1.000000032,0.999999982,1,0.999999998,1.000000001,1.000000003,1.000000014,0.999999978,1.000000024,0.999999993
PFKFB3,1.000000002,1.000000029,1.00000001,1.000000032,0.999999982,1,0.999999998,1.000000001,1.000000003,1.000000014,0.999999978,1.000000024,0.999999993
SLC3A1,1.000000039,1.000000025,1.000000004,0.999999998,0.999999983,1,1.000000001,0.999999978,1.00000001,1.000000037,1.000000004,1.000000003,0.999999993
TECR,1.00000001,0.999999995,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000001,1.000000014
ALG8,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
DGKD,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
NDST4,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
SRMS,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
MIB1,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
TEK,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
ATP6V0A2,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
ALG11,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
DGKI,1.00000003,1.00000001,0.99999999,1.000000036,0.999999988,1.000000016,1.000000003,0.999999999,1.000000054,1.000000056,0.999999985,1.00000002,0.999999995
GLTP,1.000000021,1.000000026,1.000000067,1.000000015,0.999999993,1.000000015,1.000000008,0.999999994,1.000000029,1.000000059,0.999999993,1.000000037,0.999999993
IP6K2,1.000000021,1.000000026,1.000000067,1.000000015,0.999999993,1.000000015,1.000000008,0.999999994,1.000000029,1.000000059,0.999999993,1.000000037,0.999999993
PPID,1.000000037,1.000000004,0,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
SLC4A4,1.000000037,1.000000004,0.71245565,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
AQP9,1.000000021,1.000000001,0.999754874,1.000000052,0.999999972,1.000000011,1,0.999999971,1,1,1.000000007,1.00000001,0.999999995
STK16,1.000000037,1.000000004,0.99999992,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
ANXA3,1.000000037,1.000000004,0.99999992,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
DGKQ,1.000000037,1.000000004,0.99999992,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
B4GALT2,1.000000037,1.000000004,0.99999992,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
ABCG5,1.000000037,1.000000004,0.99999992,1.000000007,1.000000002,1.000000029,1.000000004,0.999999976,1,1,1.000000009,1.000000004,1.000000021
SLC39A5,1.000000027,1.000000022,0.999999947,1.000000019,1.000000007,1.000000026,1.000000007,0.999999983,1.000000026,1.000000007,0.99999998,1.000000017,0.999999993
UGGT1,1.000000027,1.000000022,0.999999947,1.000000019,1.000000007,1.000000026,1.000000007,0.999999983,1.000000026,1.000000007,0.99999998,1.000000017,0.999999993
CDKL1,1.000000027,1.000000022,0.999999947,1.000000019,1.000000007,1.000000026,1.000000007,0.999999983,1.000000026,1.000000007,0.99999998,1.000000017,0.999999993
MGST3,1.000000005,1.000000004,1,1.000000017,0.999999979,1.000000015,1.000000013,0.999999991,1.000000019,1.000000036,0.999999987,1.000000011,1.000000002
GLE1,1.000000023,0,0.999999992,1.000000011,0,0,1.00000001,0.999999966,1,0,0,0,0.999999993
COQ7,1.000000025,0,0.99999997,1.000016654,0,0,1.000000001,0.999999989,1.000000013,0,0,0,0.999999993
UBE2L6,1.000000022,0.999999993,0.999999988,1.000000052,0.999999977,1.000000027,1.000000001,0.999999975,1.000000016,1,0.999999985,1.000000017,0.999857703
PISD,1.00000001,0.957545893,0.99999992,1.000000019,0.99999185,1.000000029,0.968729633,1.000000016,0.99999977,1.000000012,1.000000044,1.000000003,1.000000003
CDC14A,1.000000038,1.000000011,0.999999939,1.000000022,0.999999996,1.000000008,1.000000016,0.99999997,1,0.999999981,0.999999989,1.000000003,0.999999993
MAP3K12,1.000000038,1.000000011,0.999999939,1.000000022,0.999999996,1.000000008,1.000000016,0.99999997,1,0.999999981,0.999999989,1.000000003,0.999999993
GLT8D2,1.000000038,1.000000011,0.999999939,1.000000022,0.999999996,1.000000008,1.000000016,0.99999997,1,0.999999981,0.999999989,1.000000003,0.999999993
GUSB,0.99999996,0.999999993,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,0.999999916,0.999999994,1.000000003,1.000000009
SLC27A1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
ST3GAL1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
DDAH1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
HSD17B1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
CYP2E1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
DNMT3A,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
CHFR,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
NPC1,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
LALBA,1.000000022,1.000000021,0.999999997,0.999999983,1.000000007,1.000000004,1.000000001,0.999999994,1.000000029,1,0.99999998,1.000000015,0.999999993
ATP6V1C1,1.000000017,0.999999991,1.000000017,1.000000019,0.999999981,1.000000024,1.000000001,0.999999996,1.000000029,1.000000012,0.999999994,1.000000023,0.999999993
FLT3,1.000000017,0.999999991,1.000000017,1.000000019,0.999999981,1.000000024,1.000000001,0.999999996,1.000000029,1.000000012,0.999999994,1.000000023,0.999999993
